Delta_passing_attempts	Delta_passing_completions	Delta_passing_yards	Delta_passing_rating	Delta_passing_touchdowns	Delta_passing_interceptions	Delta_passing_sacks	Delta_passing_sacks_yards_lost	Delta_rushing_attempts	Delta_rushing_yards	Delta_rushing_touchdowns	Delta_receiving_targets	Delta_receiving_receptions	Delta_receiving_yards	Delta_receiving_touchdowns	Delta_kick_return_attempts	Delta_kick_return_yards	Delta_kick_return_touchdowns	Delta_punt_return_attempts	Delta_punt_return_yards	Delta_punt_return_touchdowns	Delta_defense_sacks	Delta_defense_tackles	Delta_defense_tackle_assists	Delta_defense_interceptions	Delta_defense_interception_yards	Delta_defense_interception_touchdowns	Delta_defense_safeties	Delta_point_after_attemps	Delta_point_after_makes	Delta_field_goal_attempts	Delta_field_goal_makes	Delta_punting_attempts	Delta_punting_yards	Delta_punting_blocked	Delta_Score
3.4	4.2	-0.4	68.42	-0.6	-0.2	0	0	0	2.6	0	0	3.8	-2.2	-0.6	1.4	35	0	0	8.6	0	0	0	0	0.2	1.4	0	0	-0.6	-0.8	1	0.8	-0.2	-20.4	0	3
5	7	20.6	98.08	-0.6	-0.4	0	0	-1.4	-26.6	-0.4	0	5	20.6	-0.6	0.8	28.4	0	1	19.2	0	0	0	0	0.4	3	0	0	-0.8	-1	2.6	1.2	-1.4	-62	0	-11
2.2	0.8	7	112.7	0	-1	0	0	0	-17.8	-0.4	0	2.2	7	0	0	9.4	0	1	18.8	0	0	0	0	1	7.4	0	0	-0.2	-0.2	2.2	1	-1.2	-44.2	-0.2	4
0.4	-1	-7.4	87.4	-0.2	-1	0	0	0	-28.8	-0.6	0	0.4	-7.4	-0.2	0.2	-7.8	0	0.2	5.4	0	0	0	0	1	2.8	0	0	-0.4	-0.4	1	0.4	0	8	0	-13
0.2	0.2	-4.2	77.52	-0.2	-0.8	0	0	-5.6	-48.4	-0.8	0	0.2	-4.2	-0.2	0.6	-5.2	0	0	0.2	0	0	0	0	0.8	2.4	0	0	-0.6	-0.6	0.6	0.4	1	61.4	0	2
-1.6	-2.4	-49.2	-4.50000000000003	-1	-0.8	0	0	-9.2	-62	-0.8	0	-1.6	-49.2	-1	0.8	8	0	-0.2	1.6	0	0	0	0	0.8	2.4	0	0	-1.4	-1.4	0.8	0.4	1.2	67.2	0	-25
-2.8	-3.8	-53.2	-23.1	-0.8	-0.6	0	0	-8.8	-50.8	-0.6	0	-2.8	-53.2	-0.8	1.2	13.6	0	-1	-7.8	0	0	0	0	0.6	0.8	0	0	-1.4	-1.2	0	0	1.6	88.2	0	-11
-3.2	-4.4	-50.2	-18.8	-1.4	-0.4	0	0	-6.2	-50	-0.6	0	-3.2	-50.2	-1.4	1.6	23.6	0	-1.4	-2.2	0	0	0	0	0.4	3	0	0	-2.2	-2	0.8	0.2	1.6	77.4	0.2	-21
-0.4	-3.4	-21.4	-35	-1.2	0	0	0	-0.4	-33	-0.2	0	-0.4	-21.4	-1.2	0.6	10.6	0	-0.8	2.6	0	0	0	0	0	2.8	0	0	-1.8	-1.6	1.4	0.4	0.2	18.4	0	4
-0.2	-2.4	1.4	2.75999999999997	-0.6	0.4	0	0	-1.6	-53	-0.8	0	-0.2	1.4	-0.6	1.2	30.4	0	-1.4	-1.4	0	0	0	0	-0.4	3	0	0	-2.2	-1.8	0.4	-0.4	0.6	25.2	0	-18
-2.8	-6.4	-13.2	22.52	-0.4	-0.2	0	0	2	-30.4	0	0	-2.8	-13.2	-0.4	0.4	8.6	0	-2	-6.2	0	0	0	0	0.2	24.8	0	0	-1.2	-0.8	0.2	-0.4	1	32.8	0	10
-1.2	-3	-8.8	24.16	-0.6	-0.4	-0.2	0	4.8	-13.2	0.2	0	-1.2	-8.8	-0.6	-0.4	-14.4	0	-1.4	1.2	0	0	0	0	0.4	26.8	0	0	-0.8	-0.6	0.4	-0.2	0.8	11.8	0	0
1.4	2.4	18	26.42	0.2	-0.2	-0.2	0	1	-18.2	-0.2	0	1.4	18	0.2	-0.6	-14.2	0	-1	-1.8	0	0	0	0	0.2	19	0	0	-0.4	-0.2	-0.2	-0.6	0.8	16.8	0	-13
-0.4	3	-8	-0.600000000000025	0.2	-0.8	-0.2	0	-1	-4.4	-0.2	0	0.2	2.2	0.2	-0.2	-6.2	0	-1.4	-0.6	0	0	0	0	0.8	33.2	0	0	-0.8	-0.6	0	-0.2	1.8	66.2	0	-4
-1.4	1.2	-46.4	-34.02	-0.4	-0.6	-0.2	0	4	38	0.4	0	-0.8	-36.2	-0.4	-0.6	-21	0	-1.2	2.2	0	0	0	0	0.6	27.4	0	0	-0.4	-0.4	0.2	0.2	0.8	27.2	0	-4
-1.4	4	-34.8	-24.36	-0.4	-0.4	-0.2	0	2.2	19.6	0	0	-0.8	-24.6	-0.4	-0.2	-7.2	0	-1.2	-7.8	0	0	0	0	0.4	12	0	0	-0.6	-0.6	0	-0.2	2	76.2	0	-3
-4.4	2	-62	-61.18	-0.6	0.2	0	0	-4.6	-19.8	-0.4	0	-3.8	-51.8	-0.6	1.6	39.8	0	-2.4	-16.2	0	0	0	0	-0.2	3.2	0	0	-1.4	-1.4	-0.6	-0.8	3	128.6	-0.2	-35
-6.6	-1	-94.8	-89.86	-1.4	0	0	0	-3.6	-12.8	0.2	0	-6	-84.6	-1.4	1.4	34.6	0	-3	-18.8	0	0	0	0	0	9	0	0	-1.4	-1.4	0	-0.4	3	129.2	-0.2	-7
-3.4	1.4	-38.2	-54.48	-1	0.2	0	0	-4	-28.2	0.2	0	-3.4	-38.2	-1	1.2	30.2	0	-2.6	-16.8	0	0	0	0	-0.2	1.6	0	0	-0.6	-0.6	-0.4	-0.8	2.4	88.2	0	18
-2.4	1.6	-9.2	-43.04	-0.6	0.2	0	0	-8.4	-66.6	0.2	0	-2.4	-9.2	-0.6	1.2	15.6	0	-2.4	-23.4	0	0	0	0	-0.2	1.6	0	0	-0.4	-0.2	-1	-1.2	2.8	114.6	0	3
1.4	8.2	17.6	-49.3	-0.6	0.8	0	0	-9.8	-53.6	0.2	0	1.4	17.6	-0.6	0.8	9.2	0	-2	-19.6	0	0	0	0	-0.8	-19.6	0	0	-0.6	-0.4	-0.6	-1	1	55	0	-7
4.4	8.6	47	-37.78	0.2	0.4	0	0	-10.2	-55.4	0	0	4.4	47	0.2	-0.6	-23.4	0	-1.6	-18.4	0	0	0	0	-0.4	-16	0	0	0	0.2	-1	-1	1	58.2	-0.2	-10
4.6	10.6	28.6	-69.78	0.2	1.6	0	0	-12.2	-59.4	-0.8	0	4.6	28.6	0.2	0.8	0.6	0	-1.6	-23	0	0	0	0	-1.6	-39	0	0	-1.2	-1	-2	-1.4	1.6	81.2	-0.2	-55
1.6	5.4	-24.8	-107.66	-0.4	1.6	0	0	-10.6	-40.8	-0.4	0	1.6	-24.8	-0.4	1	3.8	0	-2.4	-23.6	0	0	0	0	-1.6	-41	0	0	-1.4	-1.2	-2	-1.8	1.6	97	-0.4	5
0.8	4.6	-35.4	-114.38	-0.8	1.6	0	0	-7.8	-27	0	0	0.8	-35.4	-0.8	1.2	23.4	0	-2.2	-16.2	0	0	0	0	-1.6	-40.4	0	0	-1.2	-1.2	-1.8	-1.6	1.4	80.6	-0.4	7
-3.2	-5	-69.2	-104.44	-0.4	0.8	0	0	2.2	11.8	0	0	-3.2	-69.2	-0.4	1.2	22.2	0	-2.2	-7	0	0	0	0	-0.8	-19.6	0	0	-0.8	-0.8	-1	-1	0.8	51.2	-0.4	16
-3.4	-4	-62.4	-75.14	-0.6	0.6	0	0	7.2	35.6	0.4	0	-3.4	-62.4	-0.6	0.8	12.4	0	-1.4	0.8	0	0	0	0	-0.6	-16.4	0	0	-0.4	-0.4	0.6	0	0	-2.8	0	13
-1.6	-4.4	-19.6	-23.86	-0.2	-1	0	0	6.2	10.8	0.8	0	-1.6	-19.6	-0.2	0	-3.6	0	-1.4	-4.2	0	0	0	0	1	7.6	0	0	0.6	0.6	1.4	0.6	-0.2	-15	0	-11
-2.2	-4	-7.2	15.36	0	-1	0	0	7.6	-6.2	0.2	0	-2.2	-7.2	0	-0.2	0.6	0	-0.4	-3.8	0	0	0	0	1	10	0	0	0.2	0.2	2	1.6	-0.4	-40.4	0	6
-0.4	-0.6	12	23.46	0.4	-1.2	0	0	6.6	-9	-0.6	0	-0.4	12	0.4	-0.4	-5.8	0	-0.4	-6.2	0	0	0	0	1.2	7.2	0	0	-0.2	-0.2	2.4	1.8	-0.4	-54.2	0	-4
1.8	2.2	31.4	29.72	0.4	-0.8	0	0	1.6	-43.8	-0.4	0	1.8	31.4	0.4	0.4	15	0	-0.4	-28	-0.2	0	0	0	0.8	3.4	0	0	-0.2	-0.2	1	0.8	0.6	-6.4	0	1
-1.2	-2	10.6	22.94	0	-0.8	0	0	2.4	-36.2	0	0	-1.2	10.6	0	0.6	8	0	-0.4	-29.6	-0.2	0	0	0	0.8	1.2	0	0	-0.2	-0.2	-0.2	0.2	1.4	38.8	0	4
0	0.8	21	5.65999999999998	-0.4	-0.2	0	0	6.2	5	0.2	0	0	21	-0.4	0.6	3.2	0	0.2	-29.2	-0.2	0	0	0	0.2	-1.8	0	0	-0.4	-0.4	-0.2	0	0.4	-1.8	0	-21
-0.8	-0.2	9.6	5.29999999999998	-0.2	0	0	0	5.2	21.2	0.2	0	-0.8	9.6	-0.2	0.4	-11	0	-0.2	-39	-0.2	0	0	0	0	-4.2	0	0	-0.2	-0.2	-0.6	0	1.8	78.4	0	13
-2.2	-0.2	-1.6	1.43999999999998	-0.6	0.4	0	0	2.4	-5.6	0.4	0	-2.2	-1.6	-0.6	0.4	-13.8	0	-0.6	-57	-0.4	0	0	0	-0.4	0	0	0	-0.6	-0.6	-0.8	-0.2	2	97.8	0	-21
-3.8	-3.4	-13.8	-1.84000000000002	-0.8	0.4	0	0	5.6	26.2	0.6	0	-3.8	-13.8	-0.8	-0.4	-32.6	0	-1.2	-49.8	-0.2	0	0	0	-0.4	-2.2	0	0	-0.4	-0.4	-0.6	0.2	1.8	83.6	0	14
-3.2	-0.8	-25.4	-38.98	-1.2	0.6	0	0	2.4	15.4	0.2	0	-3.2	-25.4	-1.2	0.2	-11	0	-2.2	-60.6	-0.2	0	0	0	-0.6	-4.2	0	0	-1.2	-1.2	-0.4	0.4	2	81	0	-21
-3.2	0.2	-8.8	-24.08	-0.4	0.4	0	0	7.4	37.2	0.4	0	-3.2	-8.8	-0.4	-0.4	-33	-0.2	-1.6	-46.8	-0.2	0	0	0	-0.4	-2.2	0	0	-0.6	-0.6	0.2	0.6	1.6	69.4	0	1
-2.4	-0.4	-6.2	-37.92	-0.6	0.4	0	0	9.8	36.2	0.6	0	-2.4	-6.2	-0.6	-1	-40	-0.2	-1.4	-27.8	-0.2	0	0	0	-0.4	-0.6	0	0	-0.6	-0.6	0.8	0.8	0	-2.6	0	16
-6.8	-7.2	-63.2	-48.06	-0.8	-0.2	0	0	9.2	50.2	0.8	0	-6.8	-63.2	-0.8	-0.6	-25.4	-0.2	-2	-15.4	0	0	0	0	0.2	13.2	0	0	-0.2	-0.4	1	0.8	1	40.2	0	-13
-2.6	3.2	-32.6	-58.92	-1	0.2	0	0	2.8	20.2	0.2	0	-2.6	-32.6	-1	0.2	-17	-0.2	-1.2	-4.6	0	0	0	0	-0.2	6	0	0	-0.8	-1.2	1.6	1	0.8	30.6	0	-10
-1	3	-10.4	-13.94	-0.2	0	0	0	3	14	0.2	0	-1	-10.4	-0.2	-0.4	-26.4	-0.2	-0.6	2.6	0	0	0	0	0	8.8	0	0	0	-0.6	1.4	0.6	0.6	22.6	0	-7
-3.2	0.6	-60	-34.66	-1	0.2	0	0	-3.2	-36.4	0	0	-3.2	-60	-1	0.2	-2.4	0	-1.2	-5.4	0	0	0	0	-0.2	-2	0	0	-0.8	-1.4	1	0.6	1.8	81.4	0	-25
-4.4	2.2	-92	-59.2	-1.2	0.2	0	0	-14.4	-77	-0.8	0	-4.4	-92	-1.2	1.8	27.4	0	-1.8	-21.4	0	0	0	0	-0.2	-3.6	0	0	-1.8	-2.4	0	-0.2	2.8	115.2	0	-31
-0.2	7.8	-63.2	-49.58	-0.8	0.8	0	0	-16	-84.2	-1	0	-0.2	-63.2	-0.8	2	23.2	0	-1	-18.2	0	0	0	0	-0.8	-20.4	0	0	-2.2	-2.4	0	-0.4	2.4	97.6	0	-18
-1.8	4.8	-56.8	-40.66	-0.6	0.4	0	0	-13.2	-83.4	-1	0	-1.8	-56.8	-0.6	2	41.2	0	-0.6	0	0	0	0	0	-0.4	-15.2	0	0	-2.4	-2.4	0.2	0	2.2	85.4	0	-5
-0.8	3.8	-53.8	-42.18	-0.6	0.2	0	0	-9.6	-63.4	-0.6	0	-0.8	-53.8	-0.6	1	10.8	0	-0.8	-9.4	0	0	0	0	-0.2	2.8	0	0	-2	-1.6	0.8	0.6	1.8	71.6	0	30
4	7.4	11.2	-14.56	0	-0.4	0	0	-9.2	-39.6	-0.8	0	4	11.2	0	0.6	5	0	-1.6	-16	0	0	0	0	0.4	16.4	0	0	-1.2	-1	0.6	0.4	1.2	31	0	-6
2.6	5.6	16	6.65999999999998	0	-0.4	0	0	-6	-33.4	-0.2	0	2.6	16	0	0.2	-5.4	0	-1.2	-8.6	0	0	0	0	0.4	16.4	0	0	-0.2	-0.2	1	0.6	1	42.8	0	1
3.2	5.2	62.2	27.48	0	-0.8	0	0	-6.2	-39.2	-0.4	0	3.2	62.2	0	0	-4	0	-1	-15	0	0	0	0	0.8	17.4	0	0	0	-0.2	0.8	0.4	0.4	18.6	-0.2	-20
3.8	4.2	59.4	30.16	0	-0.8	0	0	-8	-28.4	0	0	3.8	59.4	0	0	-18.8	0	-1.2	-43.2	-0.2	0	0	0	0.8	18.4	0	0	0.2	0.2	0	-0.4	0.6	19.8	-0.2	-4
3.2	5.2	43.8	24.34	-0.2	-0.4	0	0	-9	-32.2	-0.6	0	3.2	43.8	-0.2	1.4	20.8	0	-0.4	-40.2	-0.4	0	0	0	0.4	1.8	0	0	-0.8	-1	-0.2	-0.6	0.6	29.6	-0.2	-14
-2.2	-1.2	-28.4	27.62	-0.4	0	0	0	-3.6	-6.8	-0.2	0	-2.2	-28.4	-0.4	1.2	17.6	0	0.4	-25.8	-0.4	0	0	0	0	-1	0	0	-0.6	-0.6	0	-0.6	0.6	35	-0.2	1
0.8	-0.2	1.6	41	-0.2	-0.4	0	0	-1	-4.8	-0.2	0	0.8	1.6	-0.2	1.2	20.8	0	0.6	-24.4	-0.4	0	0	0	0.4	-1	0	0	-0.8	-0.6	-0.6	-0.8	0.4	16.2	-0.2	-3
1.4	0.8	-15.6	25.74	0	0	0	0	2.2	27.2	0.4	0	1.4	-15.6	0	1.2	21.6	0	0.4	-16.6	-0.4	0	0	0	0	-20.2	0	0	-0.2	0	-0.8	-0.8	0	5	0.2	1
1	-0.6	-34.8	29.28	0	-0.2	0	0	2	22.2	0.4	0	1	-34.8	0	1.4	19	0	-0.4	-17.6	-0.2	0	0	0	0.2	-18	0	0	0	0.2	-1.4	-1.2	0.8	51.2	0.2	-3
1.8	3	-16.2	-8.28000000000003	0	0.8	0	0	-3	9.4	0.8	0	1.8	-16.2	0	2.2	39	0	-1.2	-24.4	0	0	0	0	-0.8	-46.8	0	0	0.2	0.2	-2	-1.6	0.6	41.6	0.2	-19
0.8	-1	-1.8	-11.1	-0.2	0	0	0	-5.8	-17.8	1	0	0.8	-1.8	-0.2	2.4	45.4	0	-1.2	-24	0	0	0	0	0	-11.6	0	0	0.2	0.2	-2	-1.6	1.2	62.8	0.2	7
2.2	3.6	15.2	-30.34	-0.6	0.8	0	0	-9.6	-25.2	1.2	0	2.2	15.2	-0.6	2.4	48.8	0	-1.8	-40.4	0	0	0	0	-0.8	-12.6	0	0	0	0	-2	-1.4	1.4	68.4	0.2	-7
2.2	3	15.2	-23.54	-0.4	0.6	0	0	-8.8	-21.8	1	0	2.2	15.2	-0.4	1.8	31	0	-2	-50	0	0	0	0	-0.6	1	0	0	-0.2	-0.2	-2.2	-1.4	1.8	86	0	-6
3.8	6.8	47	-28.24	-0.4	0.8	0	0	-12.6	-53.6	0.6	0	3.8	47	-0.4	1.8	46.4	0	-2	-43.8	0	0	0	0	-0.8	-0.2	0	0	-0.6	-0.6	-1.4	-0.8	1.6	69.6	0	-8
2.6	1.2	35.8	0.279999999999971	0	-1	0	0	-7.6	-54.4	0.6	0	2.6	35.8	0	0.4	24	0	-2	-28.8	0	0	0	0	1	35.2	0	0	0	0.2	-1.2	-0.6	2	76.8	0.2	11
5.4	6.2	51	20.72	0.4	-0.4	0	0	-2.6	-33.4	0.2	0	5.4	51	0.4	0	14.4	0	-1.8	-29.8	0	0	0	0	0.4	0	0	0	-0.2	0	-1.6	-0.8	1	46	0.2	-3
7.4	5.8	50	40.04	1	-0.8	0	0	1.8	-2.8	0.2	0	7.4	50	1	-0.2	8	0	-1.2	-13.2	0	0	0	0	0.8	0.8	0	0	0.4	0.6	-1	-1	0.2	17.4	0.2	11
8.6	8.2	64.6	19.94	0.6	-0.6	0	0	-2.6	-20.4	0	0	8.6	64.6	0.6	0.8	36.4	0	-0.8	-2	0	0	0	0	0.6	6.4	0	0	0.2	0.4	-0.2	-0.6	-0.4	-10.6	0.2	-5
4.6	2.4	37.8	47.36	0.4	-0.4	0	0	-1.2	-11.8	0.4	0	4.6	37.8	0.4	0	24.8	0	-0.6	0.2	0	0	0	0	0.4	8	0	0	0.6	0.6	-0.4	-0.6	-0.8	-21.6	0.2	-6
4.6	3.8	34.6	53.7	0	0.6	0	0	-6.6	-28	0.2	0	4.6	34.6	0	1.2	35	0	-1.2	-7.6	0	0	0	0	-0.6	-5.4	0	0	0.2	0.2	-0.8	-1.2	-0.2	1	0	-12
5.4	5.2	42.8	2.41999999999998	0	0.8	0	0	-11.8	-36.6	0.4	0	5.4	42.8	0	1.2	37.6	0	-1.6	-6.6	0	0	0	0	-0.8	-0.6	0	0	0.4	0.4	-0.8	-0.8	0.2	5	0	10
3.4	5.2	25.8	-14.64	-0.6	1.4	0	0	-16.2	-51.2	0	0	3.4	25.8	-0.6	1.6	50.4	0	-1.4	-5.4	0	0	0	0	-1.4	-4	0	0	-0.6	-0.6	-0.8	-0.4	0	-3.4	0	-18
1.4	-0.4	-2	-6.82000000000002	-0.6	1	0	0	-5.8	-21.6	0.2	0	1.4	-2	-0.6	0.4	16.8	0	-0.6	1.2	0	0	0	0	-1	5.6	0	0	-0.2	-0.2	-0.8	-0.2	0	-10.8	0	10
1.4	-2.4	-15.4	-30.8	-0.6	0.6	0	0	-1.2	-3.8	0.6	0	1.4	-15.4	-0.6	0.6	15.8	0	-0.4	3.8	0	0	0	0	-0.6	5	0	0	0.2	0.2	-0.8	-0.4	0.2	-2.2	0	11
-2	-7	-45.2	-26.22	-1	0	-0.8	0	2.4	22.2	0.6	0	-2	-45.2	-1	-0.4	-10.8	0	0.4	12.6	0	0	0	0	0	26.2	0	0	0	0	-0.2	0.4	-0.2	-13.4	0	-7
-3	-6.8	-68.6	-30.26	-1.2	0.2	-0.8	0	-3.4	-8.8	-0.4	0	-3	-68.6	-1.2	0.6	14.8	0	1.2	11.4	0	0	0	0	-0.2	21.4	0	0	-1.2	-1.2	0.2	0.2	-0.6	-22.4	0	-35
-2.8	-5.8	-43.8	-12.2	-0.8	-0.6	-0.8	0	-1	-13.8	-0.2	0	-2.8	-43.8	-0.8	0.4	9	0	1	10.8	0	0	0	0	0.6	27.2	0	0	-0.6	-0.8	0.2	-0.2	0	-8.8	0	-3
-3	-3.2	-40.8	-5.56000000000002	-1	-0.8	-0.8	0	-10.6	-47.8	-0.4	0	-3	-40.8	-1	1	26.2	0	0.6	10	0	0	0	0	0.8	22.6	0	0	-1.4	-1.4	0.2	0	1	32.4	0	-9
-2.2	1	-39.4	-21.46	-1	-0.2	-0.8	0	-22.8	-114.8	-1.8	0	-2.2	-39.4	-1	2.2	50.8	0	-0.4	-7	0	0	0	0	0.2	14.8	0	0	-2.4	-2.6	0	-0.2	2	74.6	-0.2	-33
2	6	13	-26.9	-1	0.6	0	0	-26.8	-141.2	-2.2	0	2	13	-1	2.8	76.2	0	-1	-15.6	0	0	0	0	-0.6	-13.8	0	0	-2.8	-3.2	0.4	-0.2	1.6	59.8	-0.2	-27
3.4	8	40.2	-0.940000000000022	-0.8	0.8	0	0	-23.8	-129.2	-1.6	0	3.4	40.2	-0.8	2.6	68	0	-2	-26.6	0	0	0	0	-0.8	-14.4	0	0	-2	-2.4	0.2	-0.6	2	74.2	-0.2	-13
2.6	7.6	8.2	-38.74	-1	1.4	0	0	-28.8	-152.6	-1.8	0	2.6	8.2	-1	3.2	92.4	0	-2.8	-35.8	0	0	0	0	-1	-16.6	0	0	-2.4	-2.6	-0.6	-0.8	2.8	120.4	-0.2	-20
3.4	7.4	32.4	-30.58	-0.4	1.8	0	0	-28.6	-144.4	-2	0	3.4	32.4	-0.4	3.2	88.8	0	-3.6	-44.8	0	0	0	0	-1.4	-21.2	0	0	-1.8	-2.2	-0.8	-1.4	2	92.8	-0.2	-3
6	9.2	68.8	34.76	-0.4	1.2	0	0	-21	-111.6	-1.4	0	6	68.8	-0.4	2.4	63.4	0	-3.2	-35.2	0	0	0	0	-0.8	-7	0	0	-1.6	-1.8	-0.2	-0.8	1	51	0	-11
1.4	5.2	22.4	50.08	-0.2	0.8	-0.4	-4.4	-11	-58.8	-0.8	0	1.4	22.4	-0.2	1.4	38.6	0	-1.8	-22.8	0	0	0	0	-0.4	4.8	0	0	-1	-1	0	-0.4	0.4	26	0	6
-0.8	1	-12.2	43.44	-0.6	1.2	0.4	3.8	-8	-60.6	-0.6	0	-0.8	-12.2	-0.6	0.8	29.4	0	-1.8	-12.6	0	0	0	0	-0.8	-9.6	0	0	-1.2	-1.2	0	0	0.2	18.8	0	-14
-1.8	-1.8	-21.8	78.9	-0.6	0.6	1	10.4	-2.2	-20.2	-0.4	0	-1.8	-21.8	-0.6	0.6	23.8	0	-1.8	-22.6	0	0	0	0	-0.6	-5	0	0	-1	-1	0	0.2	0.2	7.8	0	-17
-3.6	-5.6	-45.6	77.42	-1	0.6	0.8	9	5.2	16.2	0.2	0	-3.6	-45.6	-1	-0.2	9.4	0	-0.4	-8.4	0	0	0	0	-0.6	-2.8	0	0	-0.8	-0.8	0.4	0.6	-0.2	-22.2	0	10
-4.2	-5	-81.2	7.09999999999998	-1.2	0.8	1	11.8	4.8	29.2	0	0	-4.2	-81.2	-1.2	0.4	22.6	0	-0.2	-11.2	0	0	0	0	-0.8	-18.4	0	0	-1.2	-1.2	0.2	0.2	0.2	0	0	-31
-0.4	-0.4	-59.6	3.01999999999998	-1.2	0.8	1.8	18.4	-2.6	3.6	-0.4	0	-0.4	-59.6	-1.2	1.4	46	0	-0.6	-8.2	0	0	0	0	-0.8	-22.8	0	0	-1.6	-1.6	-0.2	-0.4	0.6	12.8	0	-17
-0.6	0.6	-45	0.299999999999982	-1.8	0.8	0.6	7	-2	9.6	-0.2	0	-0.6	-45	-1.8	2.2	58.8	0	0.2	-2.8	0	0	0	0	-0.8	-28.8	0	0	-2	-2	-0.2	-0.4	0.6	9.6	0	-28
-0.2	1	-38.6	-24.72	-2	1	0.4	4.6	0	1.2	0	0	-0.2	-38.6	-2	1.6	34.6	0	1.6	24.8	0	0	0	0	-1	-35.2	0	0	-2	-2	0.6	0	-0.2	-28.6	0	-4
2.4	7.4	-10.6	-37.36	-2	1.4	0.4	6.6	-6.2	-23	-0.6	0	2.4	-10.6	-2	2.8	61.2	0	0.6	9.2	0	0.2	0	0	-1.4	-46.2	0	0	-2.6	-2.6	0.4	-0.2	-0.2	-17	0	-14
0.8	3	-19.2	-10.54	-1.6	1.4	-1	-4	2.2	5.2	0	0	0.8	-19.2	-1.6	1.8	56.6	0	1.2	20.2	0	1.4	0	0	-1.4	-33.8	0	0	-1.6	-1.6	0.4	0.2	-0.6	-41.6	0	10
3	5.4	9.6	-15.7	-1.4	1.2	-1.2	-4.6	4.4	-1.6	0.2	0	3	9.6	-1.4	2	58.8	0	1.2	14.8	0	1.2	0	0	-1.2	-27	0	0	-1.2	-1.2	0.6	0.2	-1.2	-54.6	0	-3
3	5.6	-11.8	-24.98	-0.8	0.6	-0.4	1.2	3	-11.4	0	0	3	-11.8	-0.8	1.6	44.8	0	0	-9.6	0	0.8	0	0	-0.6	-6	0	0	-0.8	-0.8	0.4	0	-0.2	-10.6	0	-17
5.4	8.4	29.6	8.11999999999998	0	0.8	-1.4	-6.6	4.4	7.2	0.4	0	5.4	29.6	0	1.2	39	0	-0.2	-13.4	0	1.6	0	0	-0.8	-4.6	0	0	0.4	0.4	0	-0.6	-1.2	-47.2	0	29
0.4	0.4	-23	-5.52000000000001	-0.2	0.4	-1.8	-10.6	9.6	36.4	1.4	0	0.4	-23	-0.2	0.6	16	0	-0.2	-8.8	0	2	0	0	-0.4	6.8	0	0	1.2	1.2	-0.8	-0.8	-0.6	-24.2	0	11
1.8	3	-20.4	-36.16	-0.4	0.4	-1	-6.4	3.4	4.4	1.2	0	1.8	-20.4	-0.4	1.6	43.4	0	-0.4	-11	0	1.2	0	0	-0.4	13.8	0	0	1	1	-0.6	-0.8	-1.2	-40.8	0	3
-1.8	-4	-60.6	-30.52	-0.4	0	-1.4	-9.2	8	35.8	1.2	0	-1.8	-60.6	-0.4	0.4	18.8	0	-0.8	-19	0	1.6	0	0	0	24.2	0	0	1.2	1.2	-0.8	-0.4	-0.4	-25.6	0	10
0.2	-2.2	-11.4	-5.04000000000001	0	0.2	-1.4	-7.4	6.4	30.6	1.2	0	0.2	-11.4	0	1.4	34.2	0	0	-1.4	0	1.6	0	0	-0.2	14.6	0	0	1.4	1.4	-1.4	-1	-1.2	-55.8	0	-19
-3.2	-7.4	-35.6	-12.66	-0.2	0	-1.4	-5.2	6.8	45.2	1	0	-3.2	-35.6	-0.2	1.6	32.8	0	-0.8	-12	0	1.4	0	0	0	12.6	0	0	0.8	1	-1.4	-0.8	-0.2	-9.2	0	17
-1.8	-4.6	-17.4	6.13999999999999	0	0	-1	-1.2	9	44.8	0.8	0	-1.8	-17.4	0	1.8	43.4	0	-0.6	-33.6	-0.2	1	0	0	0	7.6	0	0	0.4	0.6	-0.8	-0.8	-0.2	-4.6	0	-3
-3	-7.6	3.4	24.92	0	0.4	-1	-1	12	72.2	1.2	0	-3	3.4	0	1.4	17	0	-0.4	-29.4	-0.2	1	0	0	-0.4	-1.2	0	0	0.6	0.8	-1.6	-1.4	-0.4	-25	0	1
-3	-6.2	6.6	26.3	0.2	1	-0.6	1.2	12.8	58.4	1.4	0	-3	6.6	0.2	2.4	29.6	0	-0.8	-36.2	-0.4	0.6	0	0	-1	-21.2	0	0	0.4	0.6	-1.6	-1.6	-0.6	-37.8	0	-2
-3.6	-6	-13	12.08	0.2	0.8	-0.6	-0.6	11.8	53.4	1.4	0	-3.6	-13	0.2	1	17	0	-0.6	-43	-0.4	0.6	0	0	-0.8	-12.4	0	0	0.6	0.8	-1.2	-1.2	-0.6	-46.2	0	-8
-2.4	-3	-5.6	1.43999999999998	-0.2	0.8	-1.2	-5.4	7.4	24.4	1.4	0	-2.4	-5.6	-0.2	1.4	26.6	0	-0.2	-37.4	-0.4	1.2	0	0	-0.8	-10	0	0	0.4	0.4	-1.2	-1.2	-0.8	-57.6	0	4
-2.4	-1.6	8.2	21.08	0.2	1	-2	-15	5.8	1.2	0.6	0	-2.4	8.2	0.2	1.2	22.4	0	-0.4	-6	-0.2	2	0	0	-1	-11.8	0	0	0.6	0.6	-1	-0.8	-1.2	-85.8	0	10
